0,4
0.00020004,3.9998
0.00040008,3.9996
0.00060012,3.9994
0.00080016,3.9992
0.0010002,3.999
0.0012002,3.9988
0.0014003,3.9986
0.0016003,3.9984
0.0018004,3.9982
0.0020004,3.998
0.0022004,3.9978
0.0024005,3.9975
0.0026005,3.9973
0.0028006,3.9971
0.0030006,3.9969
0.0032006,3.9967
0.0034007,3.9965
0.0036007,3.9963
0.0038008,3.9961
0.0040008,3.9958
0.0042008,3.9956
0.0044009,3.9954
0.0046009,3.9952
0.004801,3.995
0.005001,3.9948
0.005201,3.9945
0.0054011,3.9943
0.0056011,3.9941
0.0058012,3.9939
0.0060012,3.9937
0.0062012,3.9934
0.0064013,3.9932
0.0066013,3.993
0.0068014,3.9928
0.0070014,3.9925
0.0072014,3.9923
0.0074015,3.9921
0.0076015,3.9919
0.0078016,3.9916
0.0080016,3.9914
0.0082016,3.9912
0.0084017,3.9909
0.0086017,3.9907
0.0088018,3.9905
0.0090018,3.9902
0.0092018,3.99
0.0094019,3.9898
0.0096019,3.9895
0.009802,3.9893
0.010002,3.9891
0.010202,3.9888
0.010402,3.9886
0.010602,3.9883
0.010802,3.9881
0.011002,3.9879
0.011202,3.9876
0.011402,3.9874
0.011602,3.9871
0.011802,3.9869
0.012002,3.9866
0.012202,3.9864
0.012402,3.9862
0.012603,3.9859
0.012803,3.9857
0.013003,3.9854
0.013203,3.9852
0.013403,3.9849
0.013603,3.9847
0.013803,3.9844
0.014003,3.9842
0.014203,3.9839
0.014403,3.9836
0.014603,3.9834
0.014803,3.9831
0.015003,3.9829
0.015203,3.9826
0.015403,3.9824
0.015603,3.9821
0.015803,3.9819
0.016003,3.9816
0.016203,3.9813
0.016403,3.9811
0.016603,3.9808
0.016803,3.9805
0.017003,3.9803
0.017203,3.98
0.017403,3.9798
0.017604,3.9795
0.017804,3.9792
0.018004,3.979
0.018204,3.9787
0.018404,3.9784
0.018604,3.9782
0.018804,3.9779
0.019004,3.9776
0.019204,3.9773
0.019404,3.9771
0.019604,3.9768
0.019804,3.9765
0.020004,3.9762
0.020204,3.976
0.020404,3.9757
0.020604,3.9754
0.020804,3.9751
0.021004,3.9749
0.021204,3.9746
0.021404,3.9743
0.021604,3.974
0.021804,3.9737
0.022004,3.9735
0.022204,3.9732
0.022404,3.9729
0.022605,3.9726
0.022805,3.9723
0.023005,3.972
0.023205,3.9718
0.023405,3.9715
0.023605,3.9712
0.023805,3.9709
0.024005,3.9706
0.024205,3.9703
0.024405,3.97
0.024605,3.9697
0.024805,3.9694
0.025005,3.9692
0.025205,3.9689
0.025405,3.9686
0.025605,3.9683
0.025805,3.968
0.026005,3.9677
0.026205,3.9674
0.026405,3.9671
0.026605,3.9668
0.026805,3.9665
0.027005,3.9662
0.027205,3.9659
0.027405,3.9656
0.027606,3.9653
0.027806,3.965
0.028006,3.9647
0.028206,3.9644
0.028406,3.9641
0.028606,3.9638
0.028806,3.9635
0.029006,3.9632
0.029206,3.9629
0.029406,3.9625
0.029606,3.9622
0.029806,3.9619
0.030006,3.9616
0.030206,3.9613
0.030406,3.961
0.030606,3.9607
0.030806,3.9604
0.031006,3.9601
