0,0,0,0,10
0.076923,0,0,0,9.8721
0.15385,0,0,0,9.6934
0.23077,0,0,0,9.5793
0.69231,0,0,0,9.142
0.76923,0,0,0,8.5977
0.84615,0,0,0,8.3139
0,0.076923,0,0,9.8721
0.076923,0.076923,0,0,9.7441
0.15385,0.076923,0,0,9.5655
0.23077,0.076923,0,0,9.4514
0.69231,0.076923,0,0,9.0141
0.76923,0.076923,0,0,8.4698
0.84615,0.076923,0,0,8.1859
0,0.15385,0,0,9.6934
0.076923,0.15385,0,0,9.5655
0.15385,0.15385,0,0,9.3869
0.23077,0.15385,0,0,9.2727
0.69231,0.15385,0,0,8.8354
0.76923,0.15385,0,0,8.2911
0.84615,0.15385,0,0,8.0073
0,0.23077,0,0,9.5793
0.076923,0.23077,0,0,9.4514
0.15385,0.23077,0,0,9.2727
0.23077,0.23077,0,0,9.1586
0.69231,0.23077,0,0,8.7213
0.76923,0.23077,0,0,8.177
0.84615,0.23077,0,0,7.8932
0,0.69231,0,0,9.142
0.076923,0.69231,0,0,9.0141
0.15385,0.69231,0,0,8.8354
0.23077,0.69231,0,0,8.7213
0.69231,0.69231,0,0,8.284
0.76923,0.69231,0,0,7.7397
0.84615,0.69231,0,0,7.4559
0,0.76923,0,0,8.5977
0.076923,0.76923,0,0,8.4698
0.15385,0.76923,0,0,8.2911
0.23077,0.76923,0,0,8.177
0.69231,0.76923,0,0,7.7397
0.76923,0.76923,0,0,7.1954
0.84615,0.76923,0,0,6.9116
0,0.84615,0,0,8.3139
0.076923,0.84615,0,0,8.1859
0.15385,0.84615,0,0,8.0073
0.23077,0.84615,0,0,7.8932
0.69231,0.84615,0,0,7.4559
0.76923,0.84615,0,0,6.9116
0.84615,0.84615,0,0,6.6277
0,0,0.076923,0,9.8721
0.076923,0,0.076923,0,9.7441
0.15385,0,0.076923,0,9.5655
0.23077,0,0.076923,0,9.4514
0.69231,0,0.076923,0,9.0141
0.76923,0,0.076923,0,8.4698
0.84615,0,0.076923,0,8.1859
0,0.076923,0.076923,0,9.7441
0.076923,0.076923,0.076923,0,9.6162
0.15385,0.076923,0.076923,0,9.4376
0.23077,0.076923,0.076923,0,9.3234
0.69231,0.076923,0.076923,0,8.8861
0.76923,0.076923,0.076923,0,8.3418
0.84615,0.076923,0.076923,0,8.058
0,0.15385,0.076923,0,9.5655
0.076923,0.15385,0.076923,0,9.4376
0.15385,0.15385,0.076923,0,9.2589
0.23077,0.15385,0.076923,0,9.1448
0.69231,0.15385,0.076923,0,8.7075
0.76923,0.15385,0.076923,0,8.1632
0.84615,0.15385,0.076923,0,7.8794
0,0.23077,0.076923,0,9.4514
0.076923,0.23077,0.076923,0,9.3234
0.15385,0.23077,0.076923,0,9.1448
0.23077,0.23077,0.076923,0,9.0307
0.69231,0.23077,0.076923,0,8.5934
0.76923,0.23077,0.076923,0,8.0491
0.84615,0.23077,0.076923,0,7.7652
0,0.69231,0.076923,0,9.0141
0.076923,0.69231,0.076923,0,8.8861
0.15385,0.69231,0.076923,0,8.7075
0.23077,0.69231,0.076923,0,8.5934
0.69231,0.69231,0.076923,0,8.1561
0.76923,0.69231,0.076923,0,7.6118
0.84615,0.69231,0.076923,0,7.3279
0,0.76923,0.076923,0,8.4698
0.076923,0.76923,0.076923,0,8.3418
0.15385,0.76923,0.076923,0,8.1632
0.23077,0.76923,0.076923,0,8.0491
0.69231,0.76923,0.076923,0,7.6118
0.76923,0.76923,0.076923,0,7.0675
0.84615,0.76923,0.076923,0,6.7836
0,0.84615,0.076923,0,8.1859
0.076923,0.84615,0.076923,0,8.058
0.15385,0.84615,0.076923,0,7.8794
0.23077,0.84615,0.076923,0,7.7652
0.69231,0.84615,0.076923,0,7.3279
0.76923,0.84615,0.076923,0,6.7836
0.84615,0.84615,0.076923,0,6.4998
0,0,0.15385,0,9.6934
0.076923,0,0.15385,0,9.5655
0.15385,0,0.15385,0,9.3869
0.23077,0,0.15385,0,9.2727
0.69231,0,0.15385,0,8.8354
0.76923,0,0.15385,0,8.2911
0.84615,0,0.15385,0,8.0073
0,0.076923,0.15385,0,9.5655
0.076923,0.076923,0.15385,0,9.4376
0.15385,0.076923,0.15385,0,9.2589
0.23077,0.076923,0.15385,0,9.1448
0.69231,0.076923,0.15385,0,8.7075
0.76923,0.076923,0.15385,0,8.1632
0.84615,0.076923,0.15385,0,7.8794
0,0.15385,0.15385,0,9.3869
0.076923,0.15385,0.15385,0,9.2589
0.15385,0.15385,0.15385,0,9.0803
0.23077,0.15385,0.15385,0,8.9662
0.69231,0.15385,0.15385,0,8.5289
0.76923,0.15385,0.15385,0,7.9846
0.84615,0.15385,0.15385,0,7.7007
0,0.23077,0.15385,0,9.2727
0.076923,0.23077,0.15385,0,9.1448
0.15385,0.23077,0.15385,0,8.9662
0.23077,0.23077,0.15385,0,8.8521
0.69231,0.23077,0.15385,0,8.4148
0.76923,0.23077,0.15385,0,7.8704
0.84615,0.23077,0.15385,0,7.5866
0,0.69231,0.15385,0,8.8354
0.076923,0.69231,0.15385,0,8.7075
0.15385,0.69231,0.15385,0,8.5289
0.23077,0.69231,0.15385,0,8.4148
