0.35355,0.35355,0.5,0.70711,0
0.35355,0.35355,0.5,0.70711,0.00031422
0.35355,0.35355,0.5,0.70711,0.00062844
0.35355,0.35355,0.5,0.70711,0.00094267
0.35355,0.35355,0.5,0.70711,0.0012569
0.35355,0.35355,0.5,0.70711,0.0015711
0.35355,0.35355,0.5,0.70711,0.0018853
0.35355,0.35355,0.5,0.70711,0.0021996
0.35355,0.35355,0.5,0.7071,0.0025138
0.35355,0.35355,0.5,0.7071,0.002828
0.35355,0.35355,0.5,0.7071,0.0031422
0.35355,0.35355,0.5,0.7071,0.0034564
0.35355,0.35355,0.5,0.7071,0.0037707
0.35355,0.35355,0.5,0.7071,0.0040849
0.35355,0.35355,0.5,0.7071,0.0043991
0.35355,0.35355,0.49999,0.7071,0.0047133
0.35355,0.35355,0.49999,0.7071,0.0050275
0.35355,0.35355,0.49999,0.7071,0.0053418
0.35355,0.35355,0.49999,0.7071,0.005656
0.35355,0.35355,0.49999,0.70709,0.0059702
0.35355,0.35355,0.49999,0.70709,0.0062844
0.35355,0.35355,0.49999,0.70709,0.0065986
0.35354,0.35354,0.49999,0.70709,0.0069128
0.35354,0.35354,0.49999,0.70709,0.007227
0.35354,0.35354,0.49999,0.70709,0.0075413
0.35354,0.35354,0.49998,0.70708,0.0078555
0.35354,0.35354,0.49998,0.70708,0.0081697
0.35354,0.35354,0.49998,0.70708,0.0084839
0.35354,0.35354,0.49998,0.70708,0.0087981
0.35354,0.35354,0.49998,0.70708,0.0091123
0.35354,0.35354,0.49998,0.70708,0.0094265
0.35354,0.35354,0.49998,0.70707,0.0097407
0.35354,0.35354,0.49997,0.70707,0.010055
0.35353,0.35353,0.49997,0.70707,0.010369
0.35353,0.35353,0.49997,0.70707,0.010683
0.35353,0.35353,0.49997,0.70706,0.010998
0.35353,0.35353,0.49997,0.70706,0.011312
0.35353,0.35353,0.49997,0.70706,0.011626
0.35353,0.35353,0.49996,0.70706,0.01194
0.35353,0.35353,0.49996,0.70705,0.012254
0.35353,0.35353,0.49996,0.70705,0.012569
0.35352,0.35352,0.49996,0.70705,0.012883
0.35352,0.35352,0.49996,0.70705,0.013197
0.35352,0.35352,0.49995,0.70704,0.013511
0.35352,0.35352,0.49995,0.70704,0.013825
0.35352,0.35352,0.49995,0.70704,0.01414
0.35352,0.35352,0.49995,0.70703,0.014454
0.35351,0.35351,0.49995,0.70703,0.014768
