0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.00031422
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.00062844
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.00094267
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.0012569
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.0015711
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.0018853
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.70711,0.0021996
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.0025138
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.002828
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.0031422
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.0034564
0.0625,0.0625,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.0037707
0.062499,0.062499,0.088388,0.125,0.17678,0.25,0.35355,0.5,0.7071,0.0040849
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.5,0.7071,0.0043991
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.7071,0.0047133
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.7071,0.0050275
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.7071,0.0053418
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.7071,0.005656
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.70709,0.0059702
0.062499,0.062499,0.088387,0.125,0.17677,0.25,0.35355,0.49999,0.70709,0.0062844
0.062499,0.062499,0.088386,0.125,0.17677,0.24999,0.35355,0.49999,0.70709,0.0065986
0.062499,0.062499,0.088386,0.125,0.17677,0.24999,0.35354,0.49999,0.70709,0.0069128
0.062498,0.062498,0.088386,0.125,0.17677,0.24999,0.35354,0.49999,0.70709,0.007227
0.062498,0.062498,0.088386,0.125,0.17677,0.24999,0.35354,0.49999,0.70709,0.0075413
0.062498,0.062498,0.088386,0.125,0.17677,0.24999,0.35354,0.49998,0.70708,0.0078555
0.062498,0.062498,0.088385,0.125,0.17677,0.24999,0.35354,0.49998,0.70708,0.0081697
0.062498,0.062498,0.088385,0.125,0.17677,0.24999,0.35354,0.49998,0.70708,0.0084839
0.062498,0.062498,0.088385,0.125,0.17677,0.24999,0.35354,0.49998,0.70708,0.0087981
0.062497,0.062497,0.088385,0.12499,0.17677,0.24999,0.35354,0.49998,0.70708,0.0091123
0.062497,0.062497,0.088384,0.12499,0.17677,0.24999,0.35354,0.49998,0.70708,0.0094265
0.062497,0.062497,0.088384,0.12499,0.17677,0.24999,0.35354,0.49998,0.70707,0.0097407
0.062497,0.062497,0.088384,0.12499,0.17677,0.24999,0.35354,0.49997,0.70707,0.010055
0.062497,0.062497,0.088384,0.12499,0.17677,0.24999,0.35353,0.49997,0.70707,0.010369
0.062496,0.062496,0.088383,0.12499,0.17677,0.24999,0.35353,0.49997,0.70707,0.010683
0.062496,0.062496,0.088383,0.12499,0.17677,0.24998,0.35353,0.49997,0.70706,0.010998
0.062496,0.062496,0.088383,0.12499,0.17677,0.24998,0.35353,0.49997,0.70706,0.011312
0.062496,0.062496,0.088382,0.12499,0.17676,0.24998,0.35353,0.49997,0.70706,0.011626
0.062496,0.062496,0.088382,0.12499,0.17676,0.24998,0.35353,0.49996,0.70706,0.01194
0.062495,0.062495,0.088382,0.12499,0.17676,0.24998,0.35353,0.49996,0.70705,0.012254
0.062495,0.062495,0.088381,0.12499,0.17676,0.24998,0.35353,0.49996,0.70705,0.012569
0.062495,0.062495,0.088381,0.12499,0.17676,0.24998,0.35352,0.49996,0.70705,0.012883
0.062495,0.062495,0.088381,0.12499,0.17676,0.24998,0.35352,0.49996,0.70705,0.013197
0.062494,0.062494,0.08838,0.12499,0.17676,0.24998,0.35352,0.49995,0.70704,0.013511
0.062494,0.062494,0.08838,0.12499,0.17676,0.24998,0.35352,0.49995,0.70704,0.013825
0.062494,0.062494,0.08838,0.12499,0.17676,0.24998,0.35352,0.49995,0.70704,0.01414
0.062493,0.062493,0.088379,0.12499,0.17676,0.24997,0.35352,0.49995,0.70703,0.014454
0.062493,0.062493,0.088379,0.12499,0.17676,0.24997,0.35351,0.49995,0.70703,0.014768
0.062493,0.062493,0.088378,0.12499,0.17676,0.24997,0.35351,0.49994,0.70703,0.015082
0.062493,0.062493,0.088378,0.12499,0.17676,0.24997,0.35351,0.49994,0.70702,0.015396
0.062492,0.062492,0.088377,0.12498,0.17675,0.24997,0.35351,0.49994,0.70702,0.01571
0.062492,0.062492,0.088377,0.12498,0.17675,0.24997,0.35351,0.49994,0.70702,0.016025
0.062492,0.062492,0.088377,0.12498,0.17675,0.24997,0.35351,0.49993,0.70701,0.016339
0.062491,0.062491,0.088376,0.12498,0.17675,0.24997,0.3535,0.49993,0.70701,0.016653
0.062491,0.062491,0.088376,0.12498,0.17675,0.24996,0.3535,0.49993,0.707,0.016967
0.062491,0.062491,0.088375,0.12498,0.17675,0.24996,0.3535,0.49993,0.707,0.017281
0.06249,0.06249,0.088375,0.12498,0.17675,0.24996,0.3535,0.49992,0.707,0.017596
0.06249,0.06249,0.088374,0.12498,0.17675,0.24996,0.3535,0.49992,0.70699,0.01791
0.06249,0.06249,0.088374,0.12498,0.17675,0.24996,0.35349,0.49992,0.70699,0.018224
0.062489,0.062489,0.088373,0.12498,0.17675,0.24996,0.35349,0.49991,0.70699,0.018538
0.062489,0.062489,0.088373,0.12498,0.17675,0.24996,0.35349,0.49991,0.70698,0.018852
0.062489,0.062489,0.088372,0.12498,0.17674,0.24995,0.35349,0.49991,0.70698,0.019166
0.062488,0.062488,0.088372,0.12498,0.17674,0.24995,0.35349,0.49991,0.70697,0.019481
0.062488,0.062488,0.088371,0.12498,0.17674,0.24995,0.35348,0.4999,0.70697,0.019795
0.062487,0.062487,0.08837,0.12497,0.17674,0.24995,0.35348,0.4999,0.70696,0.020109
0.062487,0.062487,0.08837,0.12497,0.17674,0.24995,0.35348,0.4999,0.70696,0.020423
0.062487,0.062487,0.088369,0.12497,0.17674,0.24995,0.35348,0.49989,0.70695,0.020737
0.062486,0.062486,0.088369,0.12497,0.17674,0.24994,0.35348,0.49989,0.70695,0.021051
0.062486,0.062486,0.088368,0.12497,0.17674,0.24994,0.35347,0.49989,0.70695,0.021365
0.062485,0.062485,0.088368,0.12497,0.17674,0.24994,0.35347,0.49988,0.70694,0.02168
0.062485,0.062485,0.088367,0.12497,0.17673,0.24994,0.35347,0.49988,0.70694,0.021994
0.062484,0.062484,0.088366,0.12497,0.17673,0.24994,0.35347,0.49988,0.70693,0.022308
