1,0
1,0.00031422
1,0.00062844
1,0.00094267
1,0.0012569
1,0.0015711
1,0.0018853
1,0.0021996
1,0.0025138
1,0.002828
1,0.0031422
0.99999,0.0034564
0.99999,0.0037707
0.99999,0.0040849
0.99999,0.0043991
0.99999,0.0047133
0.99999,0.0050275
0.99999,0.0053418
0.99998,0.005656
0.99998,0.0059702
0.99998,0.0062844
0.99998,0.0065986
0.99998,0.0069128
0.99997,0.007227
0.99997,0.0075413
0.99997,0.0078555
0.99997,0.0081697
0.99996,0.0084839
0.99996,0.0087981
0.99996,0.0091123
0.99996,0.0094265
0.99995,0.0097407
0.99995,0.010055
0.99995,0.010369
0.99994,0.010683
0.99994,0.010998
0.99994,0.011312
0.99993,0.011626
0.99993,0.01194
0.99992,0.012254
0.99992,0.012569
0.99992,0.012883
0.99991,0.013197
0.99991,0.013511
0.9999,0.013825
0.9999,0.01414
0.9999,0.014454
0.99989,0.014768
0.99989,0.015082
0.99988,0.015396
0.99988,0.01571
0.99987,0.016025
0.99987,0.016339
0.99986,0.016653
0.99986,0.016967
0.99985,0.017281
0.99985,0.017596
0.99984,0.01791
0.99983,0.018224
0.99983,0.018538
0.99982,0.018852
0.99982,0.019166
0.99981,0.019481
0.9998,0.019795
0.9998,0.020109
0.99979,0.020423
0.99978,0.020737
0.99978,0.021051
0.99977,0.021365
0.99976,0.02168
0.99976,0.021994
0.99975,0.022308
0.99974,0.022622
0.99974,0.022936
0.99973,0.02325
0.99972,0.023564
0.99971,0.023879
0.99971,0.024193
0.9997,0.024507
0.99969,0.024821
0.99968,0.025135
0.99968,0.025449
0.99967,0.025763
0.99966,0.026077
0.99965,0.026392
0.99964,0.026706
0.99963,0.02702
0.99963,0.027334
0.99962,0.027648
0.99961,0.027962
0.9996,0.028276
0.99959,0.02859
0.99958,0.028904
0.99957,0.029218
0.99956,0.029533
0.99955,0.029847
0.99955,0.030161
0.99954,0.030475
0.99953,0.030789
0.99952,0.031103
0.99951,0.031417
0.9995,0.031731
0.99949,0.032045
0.99948,0.032359
0.99947,0.032673
0.99946,0.032987
0.99945,0.033301
0.99943,0.033615
0.99942,0.033929
0.99941,0.034244
0.9994,0.034558
0.99939,0.034872
0.99938,0.035186
0.99937,0.0355
0.99936,0.035814
0.99935,0.036128
0.99934,0.036442
0.99932,0.036756
0.99931,0.03707
0.9993,0.037384
0.99929,0.037698
0.99928,0.038012
0.99927,0.038326
0.99925,0.03864
0.99924,0.038954
0.99923,0.039268
0.99922,0.039582
0.9992,0.039896
0.99919,0.04021
0.99918,0.040524
0.99917,0.040838
0.99915,0.041151
0.99914,0.041465
0.99913,0.041779
0.99911,0.042093
0.9991,0.042407
0.99909,0.042721
0.99907,0.043035
0.99906,0.043349
0.99905,0.043663
0.99903,0.043977
0.99902,0.044291
0.999,0.044605
0.99899,0.044919
0.99898,0.045233
0.99896,0.045546
0.99895,0.04586
0.99893,0.046174
0.99892,0.046488
0.9989,0.046802
0.99889,0.047116
0.99887,0.04743
0.99886,0.047744
0.99884,0.048057
0.99883,0.048371
0.99881,0.048685
0.9988,0.048999
0.99878,0.049313
0.99877,0.049627
0.99875,0.049941
0.99874,0.050254
0.99872,0.050568
0.9987,0.050882
0.99869,0.051196
0.99867,0.05151
0.99866,0.051823
0.99864,0.052137
0.99862,0.052451
0.99861,0.052765
0.99859,0.053079
0.99857,0.053392
0.99856,0.053706
0.99854,0.05402
0.99852,0.054334
0.99851,0.054647
0.99849,0.054961
0.99847,0.055275
0.99845,0.055589
0.99844,0.055902
0.99842,0.056216
0.9984,0.05653
0.99838,0.056844
0.99837,0.057157
0.99835,0.057471
0.99833,0.057785
0.99831,0.058098
0.99829,0.058412
0.99827,0.058726
0.99826,0.059039
0.99824,0.059353
0.99822,0.059667
0.9982,0.05998
0.99818,0.060294
0.99816,0.060608
0.99814,0.060921
0.99812,0.061235
